,x,y,x_km,y_km,Station_Name,City
732,-79.5341073,43.8246096,-8853.816358743301,4864.5316656,SMART PARKING,Vaughan
733,-79.7372336,43.4117764,-8876.4285815856,4818.7071804,BUDDS BMW,Oakville
734,-79.2698799,43.1468127,-8824.4023003479,4789.2962097,ALECTRA,St. Catharines
735,-79.338669,43.717596,-8832.059971748999,4852.653156,ONT SCI CENTRE,Toronto
736,-79.3721996,44.1482004,-8835.7926316716,4900.4502444,BARE OAKS,East Gwillimbury
737,-79.3620076,43.646362,-8834.6580480396,4844.746182000001,AQUALINABAYSIDE,Toronto
738,-79.6244446,43.774448,-8863.8727973166,4858.963728,ELEMENT VAUGHAN,Vaughan
739,-79.8982179,43.6517782,-8894.3495148459,4845.3473802,HALTON,Georgetown
741,-75.759737,45.3471257,-8433.649682577,5033.5309527,PARKING SERVICE,Ottawa
744,-79.3978741,43.6589803,-8838.650742686099,4846.146813300001,UOT-ST.GEORGE,Toronto
746,-79.711921,44.349942,-8873.610757641,4922.843562,Ferndale Gardens,Barrie
749,-79.796306,43.346491,-8883.004580226,4811.4605010000005,Baseload Power Corp,Burlington
750,-79.75313,43.36792,-8878.19818473,4813.83912,First Capital Asset Management,Burlington
751,-75.865601,45.282035,-8445.434568921,5026.305885,METRO - Kanata Store,Kanata
752,-79.7810762,43.3607293,-8881.3091836602,4813.0409523,SCGRPBURL,Burlington
753,-79.260232,43.789904,-8823.328286472,4860.679344,Agincourt ( Canadian Tire),Scarborough
754,-79.63192,43.215101,-8864.70496632,4796.876211,METRO - Stoney Creek Store,Stoney Creek
755,-78.944516,43.918454,-8788.182465635999,4874.948394,Triovest - Taunton Gardens,Whitby
756,-76.27,44.91,-8490.452669999999,4985.009999999999,Perth Mews Shopping Centre - Tesla Supercharger,Perth
757,-78.33,44.28,-8719.77393,4915.08,Lansdowne Place - Tesla Supercharger,Peterborough
758,-78.338373,44.405718,-8720.706020733,4929.034698,Township_of_Selwyn,Selwyn
759,-79.3384170532227,44.7529792785645,-8832.031924781804,4967.58069992066,Greenlots - 43131,Washago
760,-75.698469,44.605509,-8426.829267549,4951.211499,Brockville,Brockville
761,-79.381656,43.642353,-8836.845327576,4844.301183,Cadillac Fairview - 16 York,Toronto
762,-79.420259,43.800175,-8841.142652139,4861.819425000001,Audi Thornhill,Thornhill
763,-79.334041,43.653947,-8831.544778161,4845.588117,RoS - 500 Commissioners St,Toronto
764,-79.418347,43.649234,-8840.929806387,4845.064974,RoS - 248 Shaw St,Toronto
765,-79.328192,43.66514,-8830.893661632,4846.83054,RoS - 43 Alton Ave,Toronto
766,-79.327134,43.681064,-8830.775884014,4848.598104,RoS - 124 Mountjoy Ave,Toronto
768,-79.4390409,43.6711371,-8843.2334720289,4847.4962181,Toronto Community Housing,Toronto
769,-79.410365,44.018892,-8840.041242165,4886.097012,Desjardins - Aurora,Aurora
770,-75.619059,45.404344,-8417.989266939,5039.882184,Canada Science and Technology Museum,Ottawa
771,-75.638196,45.412374,-8420.119616916,5040.773514,Farm Boy - Rail Yards,Ottawa
772,-76.569133,44.260051,-8523.752454693,4912.865661,Kingston Princess St. ( Canadian Tire),KIngston
773,-75.651695,45.420536,-8421.622339095,5041.679496,Ottawa East,Ottawa
780,-79.1245,43.116828,-8808.2184645,4785.967908,Mount Carmel Centre - Tesla Supercharger,Niagara Falls
781,-75.8045536,45.3532828,-8438.6387113056,5034.2143908,Cineplex Cinemas,Ottawa
782,-78.8590917,43.8997756,-8778.6729471357,4872.8750916,Superior Court of Justice Oshawa,Oshawa
783,-78.8663522,43.895977,-8779.481193256199,4872.453447,Oshawa City Hall,Oshawa
784,-78.8579746,43.8973868,-8778.5485904466,4872.6099348,Ontario Tech University,Oshawa
785,-78.8627919,43.8950188,-8779.0848570999,4872.3470868,Oshawa Power and Utilities Corp,Oshawa
786,-78.8303127,43.8630605,-8775.4692400767,4868.7997155,Lakeview Park,Oshawa
788,-78.9021249,43.8656864,-8783.4634459929,4869.0911904,Thickson Ridge Center,Whitby
789,-79.0230194,43.8636263,-8796.921542627399,4868.8625193,Kaboom Fireworks,Ajax
790,-79.1096048,43.1051228,-8806.5603159408,4784.6686308,LA Fitness,Niagara Falls
791,-79.1259231,43.0659416,-8808.376885415099,4780.3195176,JYSK - Niagara Falls,Niagara Falls
792,-79.2830523,43.771699,-8825.8686650883,4858.658589,Kennedy Commons,Toronto
793,-79.4305015,44.0674895,-8842.282857481501,4891.4913345,404 Town Centre,Newmarket
795,-79.6949349,44.3582547,-8871.7198480029,4923.7662717,Zehrs,Barrie
797,-79.6606372,43.6151424,-8867.901793741199,4841.2808064,Sandalwood Square,Mississauga
798,-79.6470088,43.5801567,-8866.3846666248,4837.3973937,RioCan Grand Park,Mississauga
800,-79.6868686,43.461607,-8870.8218994206,4824.238377,Oakville Place,Oakville
801,-79.7494071,43.3964291,-8877.7837477791,4817.0036301,Nike Factory Store,Oakville
802,-79.7615416,43.7304317,-8879.1345724536,4854.0779187,Trinity Commons Square,Brampton
803,-79.7935979,43.3485131,-8882.7031118259,4811.6849541,Burlington Centre,Burlington
804,-79.9395532,43.2296491,-8898.9510017772,4798.4910501,Meadowlands Power Centre,Hamilton
806,-75.4828015,44.7600977,-8402.8209457815,4968.3708447,Husky/Esso,Spencerville
808,-76.7147294,44.2799266,-8539.9603915374,4915.0718526,Mr. Gas,Odessa
809,-75.6887651,44.6140249,-8425.7490196971,4952.1567638999995,Real Canadian Superstore,Brockville
810,-78.8990724,43.9478037,-8783.1236386404,4878.2062107,Founders Lot 3,Oshawa
813,-79.2183716,43.1341503,-8818.6683448836,4787.8906833,Canadian Tire Corportation,St. Catharines
815,-79.866762,43.5276242,-8890.847812602,4831.5662862,Mobil,Milton
816,-79.4825385,43.6862558,-8848.0756683585,4849.1743938,Waypoint Convenience Keelsdale,Toronto
817,-79.5962916,43.7214387,-8860.7387772036,4853.0796957,Fortinos,Etobicoke
818,-79.931121,43.638301,-8898.012320841,4843.851411,Town of Halton Hills - Town Hall,Halton Hills
819,-78.877,43.886326,-8780.666517,4871.382186,Oshawa Mid,Oshawa
820,-79.3649029,43.8618296,-8834.9803557309,4868.6630856,SSC,Markham
821,-76.1396461,44.3405266,-8475.941543498098,4921.7984526,MTOCP,Joyceville
823,-79.2684397,43.7891013,-8824.2419758437,4860.5902442999995,UHEALTH2101,Toronto
824,-79.3354304,43.8218687,-8831.699447558402,4864.2274257,SE OFFICE,Markham
826,-79.7920724,43.7578203,-8882.533291640399,4857.1180533,PHM STATION,Brampton
827,-76.2484958,44.9000731,-8488.0588009518,4983.9081141,COLBOURNE ST #1,Perth
828,-75.6414673,45.3546205,-8420.483781303301,5034.3628755,MISTU 1,Ottawa
829,-75.9207949,45.3095012,-8451.578809062901,5029.3546332,DONNELLY MITSU,Ottawa
831,-79.89479,43.2009677,-8893.96791759,4795.3074147,MARCELLO,Hamilton
832,-78.3836099,44.2724275,-8725.741837677899,4914.2394525,MAIN STATION,Peterborough
833,-79.6535412,43.5697139,-8867.1118599252,4836.238242900001,EDTF,Mississauga
834,-79.4698672,43.7783806,-8846.6650865712,4859.4002466,TRIDEL EV,Toronto
836,-79.4450296,43.9018654,-8843.9001401016,4873.1070594,SALESANDSERVICE,Richmond Hill
838,-79.8015611,43.2998112,-8883.5895832131,4806.2790432,ECCC,Burlington
839,-78.9167192,43.886172,-8785.088098063201,4871.365092,MOTORCITY,Whitby
841,-79.6753437,43.438119,-8869.5389360277,4821.631209,VICTORIA TER,Oakville
842,-79.28084,43.97025,-8825.622389639999,4880.69775,STOUFFVILLE HON,Whitchurch-Stouffville
843,-76.5695033,44.2381246,-8523.793676859299,4910.4318306,KINGSTON VW,Kingston
844,-75.931998,45.293911,-8452.825949357999,5027.624121,MYERSVW,Ottawa
845,-79.3151459,43.7254186,-8829.4413567339,4853.5214645999995,E GOLF STATIONS,Toronto
846,-79.4576067,43.7330616,-8845.300235450699,4854.3698376,YORKDALE VW,Toronto
852,-79.364432,43.653539,-8834.927934672,4845.542829,ADELAIDE,Toronto
853,-79.4759127,43.7675186,-8847.338077676699,4858.1945646,EVDC PLUGNDRIVE,Toronto
855,-79.4807911,43.8299786,-8847.8811460431,4865.1276246,8800 DUFFERIN,Vaughan
856,-79.8161691,43.3387805,-8885.2157603811,4810.6046355,CHARGE STATION,Burlington
859,-79.549388,43.7894781,-8855.517421547998,4860.6320691,PINEVIEW HYUNDA,Vaughan
860,-75.4956645,45.4591078,-8404.2528678045,5045.9609658,LEVEL 2 SINGLE,Ottawa
861,-79.2852377,43.7278678,-8826.1119460017,4853.7933258,KINGSCROSS,Toronto
